school_name,mainlevel_code,Longitude,Latitude
IMAN CHILDCARE (BUKIT BATOK) PTE LTD,PRESCHOOL,103.758002983833,1.34737714602478
IMAN CHILDCARE (JURONG) PTE. LTD.,PRESCHOOL,103.720268024233,1.335042021408
IMAN CHILDCARE (SIMEI) PTE. LTD.,PRESCHOOL,103.95699664789,1.34480691622766
IMAN CHILDCARE (TAMPINES) PTE LTD,PRESCHOOL,103.945169503586,1.34467548866864
IMAN CHILDCARE PTE. LTD.,PRESCHOOL,103.962078615696,1.36226594574083
IMONTESSORI PTE. LTD.,PRESCHOOL,103.864101648717,1.30974241289377
INJENIUS PRESCHOOL PTE. LTD.,PRESCHOOL,103.882687183309,1.36504735213084
INNATE MONTESSORI @ SCIENCE PARK2 PTE. LTD.,PRESCHOOL,103.781863956296,1.28646421312536
INNATE MONTESSORI PTE. LTD.,PRESCHOOL,103.766278199169,1.34406219408543
"INNO MONTESSORI PTE. LTD,",PRESCHOOL,103.906918879925,1.30756130229714
INSPIRE KIDS INTERNATIONAL (WOODLANDS) LLP,PRESCHOOL,103.792357938904,1.44012390277223
ISLANDER PRE-SCHOOL PTE LTD,PRESCHOOL,103.828402687245,1.24840314654541
ISMART MONTESSORI,PRESCHOOL,103.772937486165,1.37904775569566
IYAD PERDAUS CHILD DEVELOPMENT CENTRE,PRESCHOOL,103.741352260507,1.38237299918111
IYAD-PERDAUS CHILD DEVELOPMENT CENTRE,PRESCHOOL,103.742967632136,1.34148304570664
IYAD-PERDAUS NURTURE CARE,PRESCHOOL,103.887953242939,1.38051822344099
JAMIYAH CHILD CARE CENTRE,PRESCHOOL,103.844764533489,1.3708883844727
JEET'S LITTLE LEARNERS (BEDOK) PTE. LTD.,PRESCHOOL,103.947760618584,1.33056643767794
JHS Montessori,PRESCHOOL,103.788326861773,1.27871081371257
JOSIAH BABIES (APERIA),PRESCHOOL,103.864101648717,1.30974241289377
CHILDFIRST@DUNEARN PTE. LTD.,PRESCHOOL,103.783709155893,1.33667572858832
CHILDFIRST@TAMPINES PTE. LTD.,PRESCHOOL,103.942894552065,1.35264347988073
Children’s Cove Preschool Pte Ltd,PRESCHOOL,103.848251216934,1.32389256954369
Children's Cove Preschool @ Sembawang,PRESCHOOL,103.82449507433,1.44176714768659
Little Footprints Preschool Pte. Ltd.,PRESCHOOL,103.815790894676,1.46213400287777
LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,103.765031839546,1.30523939099502
Little Footprints Preschool Pte. Ltd.,PRESCHOOL,103.752112715995,1.37502493396043
LITTLE FOOTPRINTS SCHOOLHOUSE (366) PTE. LTD.,PRESCHOOL,103.845809925192,1.42883924158838
LITTLE FOOTPRINTS SCHOOLHOUSE (AMK) PTE. LTD.,PRESCHOOL,103.875389836619,1.37792345234586
LITTLE FOOTPRINTS SCHOOLHOUSE (PUNGGOL) PTE. LTD.,PRESCHOOL,103.914001607073,1.39374676389304
LITTLE FOOTPRINTS SCHOOLHOUSE (ST. ANNE'S) PTE. LTD.,PRESCHOOL,103.903331344092,1.39234173017305
LITTLE FOOTPRINTS SCHOOLHOUSE (TEBAN GARDEN) PTE. LTD.,PRESCHOOL,103.739388084709,1.32329734157818
LITTLE FOOTPRINTS SCHOOLHOUSE (WOODLAND) PTE. LTD.,PRESCHOOL,103.795209593963,1.4331489020392
LITTLE FOOTPRINTS SCHOOLHOUSE (Y388) PTE. LTD.,PRESCHOOL,103.847011458,1.4291634283293
LITTLE FOOTPRINTS SCHOOLHOUSE (YISHUN) PTE. LTD.,PRESCHOOL,103.827920402587,1.42995501546681
Little Gems Preschool @ Redhill Pte Ltd,PRESCHOOL,103.811609268148,1.28503434875739
LITTLE GEMS PRESCHOOL PTE LTD,PRESCHOOL,103.8447164058,1.38654032627489
LITTLE GENIUS EDUCARE CENTRE,PRESCHOOL,103.856692412579,1.36408619045684
Little Greenhouse @ Aljunied Pte. Ltd.,PRESCHOOL,103.882239404722,1.31389821341622
LITTLE GREENHOUSE @ BUKIT BATOK PTE LTD,PRESCHOOL,103.750365807136,1.35894637105541
LITTLE GREENHOUSE @ JW 502 PTE. LTD.,PRESCHOOL,103.718113767119,1.35043774985452
MACPHERSON SHENG HONG CHILDCARE CENTRE,PRESCHOOL,103.874352264204,1.33073693511714
MAPLE BEAR ACADEMY PTE. LTD.,PRESCHOOL,103.833356051778,1.3580951900464
MAPLE BEAR EDUCARE PTE LTD,PRESCHOOL,103.784692798843,1.2802860904903
MAPLE BEAR EDUCARE PTE. LTD.,PRESCHOOL,103.82816440606,1.30766860889291
MAPLE BEAR EDUCARE PTE. LTD.,PRESCHOOL,103.865178195312,1.32505521725787
MAPLE BEAR HOLLAND PTE LTD,PRESCHOOL,103.78318062675,1.31367482140261
MAPLE BEAR LEARNING PLACE PTE. LTD.,PRESCHOOL,103.757451264505,1.31641320903159
MAPLE BEAR PLAYHOUSE PTE. LTD.,PRESCHOOL,103.80735098559,1.29130378240634
MAPLE BEAR PRESCHOOL PTE. LTD.,PRESCHOOL,103.836410589654,1.28751196738982
MAPLEBEAR DEVELOPMENT CENTRE PTE LTD,PRESCHOOL,103.813885544672,1.44417464124295
MAPLEBEAR DISCOVERY LAND PTE. LTD.,PRESCHOOL,103.845904957883,1.35227971709135
MAPLEBEAR DISCOVERY PTE LTD,PRESCHOOL,103.738708275824,1.3338624626925
LITTLE GREENHOUSE CHILDCARE & DEVELOPMENT PTE. LTD.,PRESCHOOL,103.83464898566,1.41475961379508
Little Kinder Montessori @ PP LLP,PRESCHOOL,103.788956831176,1.28004564892543
LITTLE KINDER MONTESSORI LLP,PRESCHOOL,103.758507314891,1.35752685562456
LITTLE MIGHTY ME PTE. LTD.,PRESCHOOL,103.902287366777,1.40311625370968
LITTLE MOPPETS @ NORTHSTAR PTE. LTD.,PRESCHOOL,103.875389836619,1.37792345234586
Little Paddington Preschool Bartley,PRESCHOOL,103.886388292263,1.33356250941439
LITTLE PADDINGTON PRESCHOOL EC PTE LTD,PRESCHOOL,103.927818280896,1.31555147805604
LITTLE PADDINGTON PRESCHOOL SERANGOON PTE. LTD.,PRESCHOOL,103.884987061302,1.365963549914
LITTLE PADDINGTON PRESCHOOL TANGLIN PARK PTE LTD,PRESCHOOL,103.815143803093,1.29797505933469
LITTLE PADDINGTON PRESCHOOL TANGLIN PTE LTD,PRESCHOOL,103.792631490245,1.33549589272196
LITTLE PALM PRE-SCHOOL PTE LTD,PRESCHOOL,103.923548345988,1.3096969970564
LITTLE PETALS PRESCHOOL PTE. LTD.,PRESCHOOL,103.843618914599,1.43678095925838
LITTLE PRESCHOOL PTE. LTD,PRESCHOOL,103.950113866153,1.37162618113093
LITTLE SAGE INTERNATIONAL PRESCHOOL,PRESCHOOL,103.876090452702,1.33280872719692
Little Sage International Preschool@Bishan,PRESCHOOL,103.842678932103,1.35461457181956
LITTLE SEEDS @ NOAH'S ARK,PRESCHOOL,103.770464371716,1.38304691485393
Little Seeds Preschool,PRESCHOOL,103.935483923291,1.35631349480806
Little Seeds Preschool,PRESCHOOL,103.719591104208,1.34779266673562
Little Seeds Preschool,PRESCHOOL,103.874151323403,1.33235354851717
Little Seeds Preschool,PRESCHOOL,103.814511388902,1.26957376263604
Little Seeds Preschool,PRESCHOOL,103.838323725375,1.31669293009592
Little Seeds Preschool,PRESCHOOL,103.782406611428,1.30661270567389
JOSIAH MONTESSORI,PRESCHOOL,103.850754838396,1.28214170756519
JOSIAH MONTESSORI : CITY CHILDCARE CENTRE,PRESCHOOL,103.857675497949,1.29487904117327
JOSIAH MONTESSORI KINDER-CARE,PRESCHOOL,103.965411910055,1.33360158535414
JOY TALENT CHILDCARE CENTRE PTE. LTD.,PRESCHOOL,103.715983007461,1.35104299499535
JOYSTAR PRESCHOOL @ BEDOK CENTRAL,PRESCHOOL,103.932948095813,1.32496457129344
JUDE CHILD CARE AND CHILD DEVELOPMENT CENTRE,PRESCHOOL,103.958702646259,1.36795277303514
JUNIOR CHAMPS @ KOVAN PTE. LTD.,PRESCHOOL,103.885079927833,1.35949664282738
JUNIOR CHAMPS EDUCAMPUS PTE LTD,PRESCHOOL,103.88871577908,1.33635648897451
JUNIOR CHAMPS EDUCAMPUS PTE. LTD.,PRESCHOOL,103.887832025097,1.37924528445215
JUNIOR PLAYWORLD CHILD CARE & DEVELOPMENT CENTRE,PRESCHOOL,103.897421440414,1.37126024531297
Juniors Pte. Ltd.,PRESCHOOL,103.83371740054,1.36015875235212
JUS INFANTS @ EAST COAST PTE. LTD.,PRESCHOOL,103.922620525611,1.31222915999717
JUST KIDS @ ANG MO KIO PTE LTD,PRESCHOOL,103.845949450966,1.37193729089464
Just Kids @ Bukit Merah Pte. Ltd.,PRESCHOOL,103.828178454613,1.28018941083394
JUST KIDS @ BUKIT PANJANG PTE. LTD.,PRESCHOOL,103.770196336647,1.38603974174546
JUST KIDS @ CHOA CHU KANG PTE. LTD.,PRESCHOOL,103.744383225802,1.37743962557459
JUST KIDS @ JURONG PTE. LTD.,PRESCHOOL,103.737841291671,1.34433216732574
JUST KIDS @ JURONG WEST PTE. LTD.,PRESCHOOL,103.702295753361,1.34114841960196
JUST KIDS @ ST GEORGE'S PTE LTD,PRESCHOOL,103.863546762751,1.32399442821242
JUST KIDS @ TAMAN JURONG PTE. LTD.,PRESCHOOL,103.720268024233,1.335042021408
JUST KIDS @ TAMPINES PTE. LTD.,PRESCHOOL,103.955871288385,1.35241345758736
JUST KIDS @ WOODLANDS PTE. LTD.,PRESCHOOL,103.798950719892,1.44729069654212
JUST KIDS @ YISHUN PTE. LTD.,PRESCHOOL,103.836163112519,1.43606265821573
JUST KIDS @MARINE PARADE PTE. LTD.,PRESCHOOL,103.915837357074,1.30532268034599
JUST KIDS LEARNING PLACE PTE LTD,PRESCHOOL,103.742708645781,1.34857536987481
KANOOKA SCHOOL HOUSE PTE LTD,PRESCHOOL,103.692827947055,1.34744619547416
KEY ELEMENTARY EDUHOUSE PTE LTD,PRESCHOOL,103.707299110086,1.34480139424944
KIDDIE EXPLORERS PRESCHOOL,PRESCHOOL,103.901014053242,1.39219339130814
KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE. LTD.,PRESCHOOL,103.87068108021,1.34532640720933
KIDDIWINKIE SCHOOLHOUSE @ NOVENA PTE. LTD.,PRESCHOOL,103.842384053392,1.32117913340724
KIDDIWINKIE SCHOOLHOUSE @ UPPER BUKIT TIMAH,PRESCHOOL,103.773897651893,1.34249557025982
Kiddiwinkie Schoolhouse Pte Ltd,PRESCHOOL,103.818680934262,1.26444446842033
KIDDIWINKIE SCHOOLHOUSE PTE. LTD.,PRESCHOOL,103.839900765588,1.31039580336593
Kiddiwinkie Schoolhouse Singapore Pte Ltd,PRESCHOOL,103.896445904074,1.30236019361488
Kiddiwinkie Schoolhouse Singapore Pte Ltd,PRESCHOOL,103.837853138694,1.34321522747656
KIDDIWINKIE SCHOOLHOUSE@GRANDSTAND PTE LTD,PRESCHOOL,103.851705581979,1.39082102441528
KIDDWINKIE SCHOOLHOUSE PTE. LTD.,PRESCHOOL,103.832680704581,1.3078873184983
KIDDY UP PTE LTD,PRESCHOOL,103.852133093109,1.2975262574962
KIDS AND KINS CHILD CARE CENTRE,PRESCHOOL,103.832327730723,1.36968156923388
KIDS EVERLAND HOUSE PTE. LTD.,PRESCHOOL,103.817893992153,1.4419584448821
KIDS' KINGDOM CHILD DEVELOPMENT AND LEARNING CENTRE,PRESCHOOL,103.909592621358,1.40091488865657
KIDS' STAR CHILD DEVELOPMENT CENTRE (S) PTE LTD,PRESCHOOL,103.858176962205,1.36942307477392
KIDSCAMPUS (CHANGI SIMEI) PTE LTD,PRESCHOOL,103.955110948119,1.34493553057397
KIDSCAMPUS CHAI CHEE PTE. LTD.,PRESCHOOL,103.931620621577,1.32698498848448
KIDSCAMPUS JW PTE LTD,PRESCHOOL,103.692906032739,1.34307732610929
KidsCampus TPCC Pte Ltd,PRESCHOOL,103.841584210034,1.27616698002634
KIDSCAMPUS WEST COAST PTE LTD,PRESCHOOL,103.761017540801,1.31115775182474
KidsCampus Whampoa Pte Ltd,PRESCHOOL,103.856979169641,1.3246395940833
KIDSKINGDOM @ BEDOK RESERVOIR LLP,PRESCHOOL,103.922090729203,1.33808524064496
KIDSKINGDOM PTE. LTD.,PRESCHOOL,103.880165369359,1.35221025247391
KIDSVILLE CHILD CARE & DEVELOPMENT CENTRE,PRESCHOOL,103.837996790187,1.43064865331649
KIDSVILLE CHILD CARE & DEVELOPMENT CENTRE,PRESCHOOL,103.836318734939,1.4326226752228
KIDZ KINGDOM PTE LTD,PRESCHOOL,103.902792004795,1.31688656880184
KIDZ KULTURE SCHOOLHOUSE PTE. LTD.,PRESCHOOL,103.921762628376,1.33849476099533
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,PRESCHOOL,103.789545662226,1.44293233552001
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,PRESCHOOL,103.879954454134,1.37953889814191
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,PRESCHOOL,103.880452550968,1.38256879399835
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,PRESCHOOL,103.831120698786,1.43705723385969
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,PRESCHOOL,103.702429707851,1.33804530799523
Kidz Meadow Childcare & Development Centre @ Pasir Ris,PRESCHOOL,103.943440850168,1.38368697980777
Kidz Meadow Childcare and Development Centre (Bedok North),PRESCHOOL,103.932502465569,1.32922126338223
Kidz Meadow Childcare and Development Centre (Eunos),PRESCHOOL,103.904403709273,1.32337014523674
Kidz Meadow Childcare and Development Centre (Yew Tee),PRESCHOOL,103.744352715435,1.40000865900906
KIDZMONTE CHILD DEVELOPMENT CENTRE,PRESCHOOL,103.963423220844,1.36210209763393
KIDZPRO LLP,PRESCHOOL,103.941192069763,1.34829189205184
KINDERCAMPUS (S) PTE LTD,PRESCHOOL,103.865562145482,1.34909587291899
KINDERCARE CENTRE LLP,PRESCHOOL,103.791309003682,1.4333029613351
KINDERLAND PRESCHOOL,PRESCHOOL,103.843976675933,1.28763823783975
KINDERLAND PRESCHOOL,PRESCHOOL,103.846195983213,1.27935388966446
KINDERLAND PRESCHOOL,PRESCHOOL,103.905638483463,1.30245369510605
Kinderland Preschool,PRESCHOOL,103.841975318466,1.31948958456319
KINDERLAND PRESCHOOL,PRESCHOOL,103.786619621971,1.43507788583775
KINDERLAND PRESCHOOL,PRESCHOOL,103.853973530853,1.39045609193864
KINDERLAND PRESCHOOL,PRESCHOOL,103.883962386332,1.35754686688981
KINDERLAND PRESCHOOL,PRESCHOOL,103.779326745473,1.31984371498439
KINDERTOWN EDUCARE PTE. LTD.,PRESCHOOL,103.900374321311,1.39139752550795
KINDERYEARS CHILDCARE & DEVELOPMENT CENTRE,PRESCHOOL,103.744473235083,1.40248288036707
KINGDOM EDUCATION PTE. LTD.,PRESCHOOL,103.769543946852,1.34404336915445
K-JOY EDUCARE PTE LTD,PRESCHOOL,103.798119771491,1.44575077511561
LAVENDER MEADOWS ACADEMY PTE. LTD.,PRESCHOOL,103.854943253338,1.30570668774886
LEAP KIDS PRESCHOOL @ WOODLANDS PTE LTD,PRESCHOOL,103.802721060087,1.43475840112514
LEAP KIDS PRESCHOOL @JALAN LANA PTE. LTD.,PRESCHOOL,103.918981728195,1.32358479915977
LEAP SCHOOLHOUSE @ CITY SQUARE MALL PTE LTD,PRESCHOOL,103.856421771906,1.31130516479713
Learning Adventure Preschool Pte Ltd,PRESCHOOL,103.945639468484,1.38124775180243
LEARNING HUB@GRACELAND PTE. LTD.,PRESCHOOL,103.776250531353,1.34239284027459
Learning Jungle Kembangan,PRESCHOOL,103.911700186622,1.32535576763847
LEARNING KIDZ ACADEMY PTE. LTD.,PRESCHOOL,103.942688323967,1.35316637460491
LEARNING KIDZ CHILD DEVELOPMENT CENTRE LLP,PRESCHOOL,103.875566868445,1.34849544803579
LEARNING KIDZ EDUCARE PTE. LTD.,PRESCHOOL,103.941870868065,1.35229015907254
LEARNING KIDZ EDUCENTRE PTE. LTD.,PRESCHOOL,103.847683008388,1.37176398045762
LEARNING SEEDS CHILD DEVELOPMENT CENTRE PTE.LTD.,PRESCHOOL,103.811916197889,1.26882603778422
LEARNING VISION @ WORK PTE .LTD.,PRESCHOOL,103.848083335838,1.38034090667761
LEARNING VISION @ WORK PTE LTD,PRESCHOOL,103.796444654455,1.27735927952777
LEARNING VISION @ WORK PTE LTD,PRESCHOOL,103.891834054377,1.39602238037394
LEARNING VISION @ WORK PTE LTD,PRESCHOOL,103.965191675473,1.33820808875233
LEARNING VISION @ WORK PTE LTD,PRESCHOOL,103.689223516899,1.35294936823915
LEARNING VISION @ WORK PTE LTD,PRESCHOOL,103.743865454971,1.33553381915144
LEARNING VISION @ WORK PTE LTD,PRESCHOOL,103.738931802142,1.37805614217621
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.849392505327,1.28096622303394
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.784084015695,1.2927743133923
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.800747213768,1.32588867075824
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.845389014275,1.32171597672812
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.892134996908,1.31945232696276
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.844033516203,1.38791201564799
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.793416336246,1.4308400663363
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.989707260542,1.36249100429105
LEARNING VISION @ WORK PTE. LTD.,PRESCHOOL,103.791460015502,1.30451127639869
LEARNINGHILL EDUCARE PTE LTD,PRESCHOOL,103.927664519836,1.31676039899148
LEARNINGHILL PASIR RIS PTE LTD,PRESCHOOL,103.95351740878,1.37610566419455
LeClare @ Shenton Pte. Ltd.,PRESCHOOL,103.848761298679,1.27605480191234
Leeds Montessori,PRESCHOOL,103.900866972326,1.39276698989939
LES PETITS GAULOIS PTE. LTD.,PRESCHOOL,103.924111313101,1.31289676145292
LIFE CHILD CARE CENTRE,PRESCHOOL,103.85193072918,1.30205469549835
LIGHTHOUSE EDUCARE PTE LTD,PRESCHOOL,103.804760539464,1.43502365311575
LITTLE BEEZ PLAYSKOOL,PRESCHOOL,103.954391828155,1.36296988991851
LITTLE BIG PRE-SCHOOL PTE. LTD.,PRESCHOOL,103.909938278045,1.31542666416981
LITTLE CHAMPS SCHOOLHOUSE (MONTESSORI) PTE. LTD.,PRESCHOOL,103.855897953854,1.36750370375645
LITTLE DOLPHINS PLAYSKOOL,PRESCHOOL,103.761682084912,1.30430341153462
LITTLE DOLPHINS PLAYSKOOL,PRESCHOOL,103.744327191763,1.37956862901337
LITTLE EXPLORERS COVE,PRESCHOOL,103.724768578528,1.34720269744141
LITTLE EXPLORERS COVE @ BOON LAY,PRESCHOOL,103.711179884181,1.34775854401013
LITTLE FAIRYLAND CHILD CARE & DEVELOPMENT CENTRE,PRESCHOOL,103.913675412459,1.30956753085656
LITTLE FOOTPRINTS PRESCHOOL @ BALESTIER PTE LTD,PRESCHOOL,103.845518567283,1.32716874299657
LITTLE FOOTPRINTS PRESCHOOL @ BOON KENG PTE LTD,PRESCHOOL,103.865936119736,1.3195894146363
LITTLE FOOTPRINTS PRESCHOOL @ PUNGGOL BEACH PTE LTD,PRESCHOOL,103.909059801401,1.41926993718223
LITTLE FOOTPRINTS PRESCHOOL @ THOMSON PTE LTD,PRESCHOOL,103.837493503991,1.35630293339388
LITTLE FOOTPRINTS PRESCHOOL @ UBI PTE LTD,PRESCHOOL,103.892701858403,1.32427499082769
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.826932271213,1.2747701239931
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.791320319835,1.44512874971663
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.958095642463,1.35644213900154
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.955006314672,1.35829909061686
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.740101376818,1.3422731421112
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.703219940518,1.33637273876573
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.870871860183,1.35506200558432
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.719135221625,1.33867047185317
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.85309326273,1.3448114802135
Little Footprints Preschool Group Pte Ltd,PRESCHOOL,103.838117782732,1.41432424388422
Little Footprints Preschool Pte Ltd,PRESCHOOL,103.85399310882,1.32533671961988
Little Footprints Preschool Pte Ltd,PRESCHOOL,103.743099575245,1.39207388486115
Little Footprints Preschool Pte Ltd,PRESCHOOL,103.921762628376,1.33849476099533
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.894452831953,1.38291028525959
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.908007269267,1.39623981408741
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.89276331549,1.38900119879119
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.896966685373,1.38603997707775
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.895863985173,1.3944337523868
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.778568651102,1.42868072876624
LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,103.832416693752,1.38125622517475
Little Footprints Preschool Pte Ltd,PRESCHOOL,103.806811996254,1.28320616043557
Little Footprints Preschool Pte Ltd,PRESCHOOL,103.791337064801,1.28797948700324
LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,103.697478170757,1.34402565770714
Little Footprints Preschool Pte. Ltd.,PRESCHOOL,103.870868287633,1.32943550748789
LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,103.901542160971,1.39218941669125
MY FIRST SKOOL,PRESCHOOL,103.702307670659,1.3439721878468
MY FIRST SKOOL,PRESCHOOL,103.705195218697,1.34440861809269
MY FIRST SKOOL,PRESCHOOL,103.709071002897,1.34783388398773
MY FIRST SKOOL,PRESCHOOL,103.700667736115,1.33978250315871
MY FIRST SKOOL,PRESCHOOL,103.699974206504,1.33598954636094
MY FIRST SKOOL,PRESCHOOL,103.707599016755,1.34028015719925
MY FIRST SKOOL,PRESCHOOL,103.713869402211,1.34360788231683
MY FIRST SKOOL,PRESCHOOL,103.700263646732,1.34190095463921
MY FIRST SKOOL,PRESCHOOL,103.705351000578,1.33931503396418
MY FIRST SKOOL,PRESCHOOL,103.711380186479,1.34832322532679
MY FIRST SKOOL,PRESCHOOL,103.771248562494,1.37819426848155
MY FIRST SKOOL,PRESCHOOL,103.771106194952,1.3891730684733
MY FIRST SKOOL,PRESCHOOL,103.764249304494,1.38784691529736
MY FIRST SKOOL,PRESCHOOL,103.769766742331,1.38146636334768
MY FIRST SKOOL,PRESCHOOL,103.772523391692,1.38676222950426
MY FIRST SKOOL,PRESCHOOL,103.748174145605,1.38147789135505
MY FIRST SKOOL,PRESCHOOL,103.747346086833,1.38246991699642
MY FIRST SKOOL,PRESCHOOL,103.744501297252,1.39724417357414
MAPLEBEAR LEARNING JOURNEY PTE. LTD.,PRESCHOOL,103.832470879876,1.3754924587851
MAPLEBEAR LEARNING LADDER PTE LTD,PRESCHOOL,103.766610022825,1.33989382370749
MAPLEBEAR LEARNING POINT PTE LTD,PRESCHOOL,103.903297978793,1.39087138362266
MAPLEBEAR LEARNING SCHOOLHOUSE PTE LTD,PRESCHOOL,103.888212743705,1.33435537946411
Maplebear Little Campus Pte Ltd,PRESCHOOL,103.818927776041,1.40312611337784
MAPLEBEAR LITTLE GEMS PTE LTD,PRESCHOOL,103.851393845893,1.34313731321759
MAPLEBEAR LITTLE LIGHTHOUSE PTE LTD,PRESCHOOL,103.824829619441,1.42818814502074
MAPLEBEAR PREP SCHOOL PTE LTD,PRESCHOOL,103.763070550891,1.35687431410643
Maplebear Redhill,PRESCHOOL,103.818078221778,1.28205539261324
MAPLEBEAR SCHOOLHOUSE PTE. LTD.,PRESCHOOL,103.89748497934,1.31942044984154
MAPLEBEAR SHINING STARS PTE LTD,PRESCHOOL,103.943222174307,1.38294869739554
MAPLEBEAR SMART LEARNERS PTE LTD,PRESCHOOL,103.8706473035,1.37598330742513
LITTLE TREE HOUSE @ SEMBAWANG LLP,PRESCHOOL,103.82592353872,1.43835909968489
LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.,PRESCHOOL,103.701509123545,1.35197620449858
LITTLE TREE HOUSE LLP,PRESCHOOL,103.892394428777,1.36909069181662
LITTLE VILLAGE ON THE GRANGE,PRESCHOOL,103.831629626777,1.29942800021925
LITTLE WONDERS MONTESSORI CHILDCARE @ REMAJA PTE. LTD.,PRESCHOOL,103.759452291485,1.35833341171599
LITTLE WORLD CHILD CARE AND DEVELOPMENT CENTRE PTE LTD,PRESCHOOL,103.901683674279,1.38382743249803
Living Sanctuary Childcare,PRESCHOOL,103.891400629514,1.35598783571519
LORNA WHISTON PRE-SCHOOL,PRESCHOOL,103.794394078176,1.28569592277082
LORNA WHISTON PRE-SCHOOL,PRESCHOOL,103.872750711332,1.30384326764684
LOVESHINE CHILDCARE PTE. LTD.,PRESCHOOL,103.953126536395,1.35949891587126
LOVESHINE MONTESSORI SCHOOLHOUSE PTE. LTD.,PRESCHOOL,103.75994128657,1.35787621572886
LUTHER PRESCHOOL,PRESCHOOL,103.799132474644,1.30620600054436
LUTHERAN CHILD CARE CENTRE,PRESCHOOL,103.831139298481,1.43459029047744
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 409 (CC),PRESCHOOL,103.834946050889,1.36221018842363
PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS),PRESCHOOL,103.713568354858,1.34658609503224
PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 627 (CC),PRESCHOOL,103.698889715265,1.34196773400102
PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 246 (CC),PRESCHOOL,103.869660837587,1.35192269829045
PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC),PRESCHOOL,103.870921138016,1.34943117270058
PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS),PRESCHOOL,103.875055744068,1.34993638310019
PCF Sparkletots Preschool @ Brickland Blk 489B (CC),PRESCHOOL,103.73958459316,1.37573635851097
PCF Sparkletots Preschool @ Brickland Blk 801 (DS),PRESCHOOL,103.743449894478,1.37524902480592
PCF Sparkletots Preschool @ Brickland Blk 807C (CC),PRESCHOOL,103.745821324088,1.37615600164616
PCF Sparkletots Preschool @ Brickland Blk 810 (CC),PRESCHOOL,103.746160951687,1.3740546168495
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC),PRESCHOOL,103.746498304213,1.3500228068504
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 178 (CC),PRESCHOOL,103.742605880713,1.34605459526359
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 206 (CC),PRESCHOOL,103.749383477951,1.34667191928995
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 293 (CC),PRESCHOOL,103.755359119651,1.34600531453665
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 208 (CC),PRESCHOOL,103.742666852758,1.33843639347683
MAPLEBEAR SMARTCUBS PTE. LTD.,PRESCHOOL,103.86282419442,1.31221742737483
MAPLEBEAR THE ALPHA,PRESCHOOL,103.779543359797,1.2885016004861
