school_name,mainlevel_code,Longitude,Latitude
PCF SPARKLETOTS PRESCHOOL @ MARSILING (CC),PRESCHOOL,103.780638938914,1.43583172825567
PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 12 (CC),PRESCHOOL,103.778621618795,1.44051411311636
PCF Sparkletots Preschool @ Marymount Blk 219 (CC),PRESCHOOL,103.849430249889,1.35739727070274
PCF Sparkletots Preschool @ Marymount Blk 231 (DS),PRESCHOOL,103.845845691857,1.35729122095241
PCF Sparkletots Preschool @ Marymount Blk 257 (CC),PRESCHOOL,103.843103112862,1.35971686910652
PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),PRESCHOOL,103.852209772221,1.31391658403565
PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL BLK 50 (CC),PRESCHOOL,103.850867853434,1.31313098947673
PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 825 (CC),PRESCHOOL,103.693228524675,1.34619008917108
PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC),PRESCHOOL,103.689229118121,1.33908791733836
PCF Sparkletots Preschool @ Nee Soon Central Blk 646 (DS),PRESCHOOL,103.837491394187,1.42211202299166
PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),PRESCHOOL,103.841581273115,1.41919116256839
PCF Sparkletots Preschool @ Nee Soon Central Blk 723 (CC),PRESCHOOL,103.829779475045,1.42596202307698
PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 312 (CC),PRESCHOOL,103.841280619836,1.4315823437928
PCF Sparkletots Preschool @ Nee Soon East Blk 333D (CC),PRESCHOOL,103.846198343857,1.43208984757784
PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 357 (EY),PRESCHOOL,103.845994790132,1.42590765390756
PCF Sparkletots Preschool @ Nee Soon East Blk 367 (EY),PRESCHOOL,103.845121450591,1.42959194362714
PCF Sparkletots Preschool @ Nee Soon Link Blk 446 (CC),PRESCHOOL,103.845159836452,1.42303228507753
PCF Sparkletots Preschool @ Nee Soon Link Blk 461 (CC),PRESCHOOL,103.849972832051,1.42841471029656
PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 781 (CC),PRESCHOOL,103.83235964072,1.42218596101413
PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 852 (CC),PRESCHOOL,103.836622435461,1.41608349029243
PCF Sparkletots Preschool @ Nee Soon South Blk 875 (DS),PRESCHOOL,103.836287026877,1.41476320802964
PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 879 (CC),PRESCHOOL,103.835974005467,1.41450210768714
PCF Sparkletots Preschool @ Pasir Ris Central Blk 412 (CC),PRESCHOOL,103.9550956813,1.3733838142812
PCF Sparkletots Preschool @ Pasir Ris Central Blk 426 (DS),PRESCHOOL,103.955787850586,1.36995839383355
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 650 (EY),PRESCHOOL,103.93807532698,1.3787276306202
PCF Sparkletots Preschool @ Pasir Ris West Blk 738 (EY),PRESCHOOL,103.936519195347,1.37915488649575
PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR BLK 221 (CC),PRESCHOOL,103.88365063024,1.35660452068997
PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 661B (CC),PRESCHOOL,103.705525292345,1.33584938492835
PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 694 (CC),PRESCHOOL,103.70687961482,1.34302580903886
PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 987D (CC),PRESCHOOL,103.695378187669,1.33659659715586
PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS),PRESCHOOL,103.866168853054,1.33290760445287
PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),PRESCHOOL,103.905762209088,1.40377788424828
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 326 (CC),PRESCHOOL,103.899526907426,1.41314351634345
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 602 (CC),PRESCHOOL,103.907288602075,1.40328429076968
PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),PRESCHOOL,103.910209757484,1.40489140406515
PCF Sparkletots Preschool @ Punggol Shore (EY),PRESCHOOL,103.910409920694,1.40185372190491
PCF Sparkletots Preschool @ Punggol Shore Blk 171C (EY),PRESCHOOL,103.91316095011,1.39481474167418
PCF Sparkletots Preschool @ Punggol Shore Blk 622C (CC),PRESCHOOL,103.91091439013,1.40066201488313
PCF Sparkletots Preschool @ Punggol Shore Blk 663A (DS),PRESCHOOL,103.917080044177,1.40024347462967
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST BLK 222 (CC),PRESCHOOL,103.894269102182,1.40111267400345
PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),PRESCHOOL,103.898878690366,1.40776677168871
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 145 (CC),PRESCHOOL,103.804886581696,1.29381814668429
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC),PRESCHOOL,103.80130510766,1.2991502279705
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 53A (CC),PRESCHOOL,103.807613947687,1.29333560423469
PCF Sparkletots Preschool @ Queenstown Blk 78B (CC),PRESCHOOL,103.809540883034,1.29410699746116
PCF Sparkletots Preschool @ Radin Mas (CC),PRESCHOOL,103.819324181963,1.28408880546481
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS BLK 18 (DS),PRESCHOOL,103.82253585182,1.27790984186905
PCF Sparkletots Preschool @ Sembawang Central Blk 105 (CC),PRESCHOOL,103.832409180973,1.44885564521184
PCF Sparkletots Preschool @ Sembawang Central Blk 115B (CC),PRESCHOOL,103.829416908078,1.44631122111404
PCF Sparkletots Preschool @ Sembawang Central Blk 503C (EY),PRESCHOOL,103.822941301242,1.45053802901309
PCF Sparkletots Preschool @ Sembawang Central Blk 504A (CC),PRESCHOOL,103.824120164233,1.45129655740022
PCF Sparkletots Preschool @ Sembawang West Blk 755 (CC),PRESCHOOL,103.793269746393,1.44529965016559
PCF Sparkletots Preschool @ Sembawang West Blk 780D (CC),PRESCHOOL,103.801945846143,1.44811995298172
PCF Sparkletots Preschool @ Sengkang Central Blk 206A (EY),PRESCHOOL,103.896739899239,1.38648067506146
PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 208 (CC),PRESCHOOL,103.898104532433,1.3840286396049
PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 210 (CC),PRESCHOOL,103.900028942825,1.385297733578
PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 270 (CC),PRESCHOOL,103.894214399256,1.3861360173356
PCF Sparkletots Preschool @ Sengkang Central Blk 277B (EY),PRESCHOOL,103.894510812181,1.38233665854086
PCF Sparkletots Preschool @ Sengkang East Blk 103 (EY),PRESCHOOL,103.901208583347,1.38291146884274
PCF Sparkletots Preschool @ Sengkang East Blk 123A (CC),PRESCHOOL,103.90290056747,1.38604163326307
PCF Sparkletots Preschool @ Sengkang East Blk 194 (CC),PRESCHOOL,103.901592558128,1.39260955626505
PCF Sparkletots Preschool @ Sengkang North Blk 231 (DS),PRESCHOOL,103.901353499076,1.38914379635486
PCF Sparkletots Preschool @ Sengkang North Blk 262A (CC),PRESCHOOL,103.894940560436,1.39554138802928
PCF Sparkletots Preschool @ Sengkang North Blk 290A (CC),PRESCHOOL,103.89672761401,1.39607876551106
PCF Sparkletots Preschool @ Sengkang North Blk 298B (CC),PRESCHOOL,103.902214033893,1.39552166975794
PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 303A (EY),PRESCHOOL,103.890776487314,1.38707885046831
PCF Sparkletots Preschool @ Sengkang West Blk 330A (DS),PRESCHOOL,103.889865436032,1.39662722834564
PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 351(EY),PRESCHOOL,103.886617634801,1.39332786305326
PCF SPARKLETOTS PRESCHOOL @ SERANGOON BLK 141 (CC),PRESCHOOL,103.874523244831,1.36859420474268
PCF SPARKLETOTS PRESCHOOL @ SIGLAP BLK 172 (CC),PRESCHOOL,103.944689538211,1.32066916370144
PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG BLK 161 (CC),PRESCHOOL,103.72149392854,1.32958004554502
PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),PRESCHOOL,103.720184389053,1.33936578311752
PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 713 (CC),PRESCHOOL,103.937646644941,1.35924097381221
PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),PRESCHOOL,103.935334498647,1.3569845022809
PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 858 (CC),PRESCHOOL,103.937594967822,1.35429332069108
PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 867A (CC),PRESCHOOL,103.933753483374,1.35570643624658
PCF SPARKLETOTS PRESCHOOL @ TAMPINES CHANGKAT BLK 385 (CC),PRESCHOOL,103.958520950674,1.35496003994909
PCF Sparkletots Preschool @ Tampines East Blk 262 (DS),PRESCHOOL,103.950970405822,1.35375663739036
PCF SPARKLETOTS PRESCHOOL @ TAMPINES NORTH BLK 443 (CC),PRESCHOOL,103.951898888769,1.35885506628247
PCF SPARKLETOTS PRESCHOOL @ TAMPINES NORTH BLK 492 (CC),PRESCHOOL,103.955722888539,1.36392332391029
PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),PRESCHOOL,103.943814803455,1.34755779198493
PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 151 (EY),PRESCHOOL,103.943764592029,1.35138610830824
PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 887 (CC),PRESCHOOL,103.931896397854,1.35046410572555
PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 890A (CC),PRESCHOOL,103.933876122968,1.34672448383935
PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 942 (CC),PRESCHOOL,103.940622251217,1.34977339396296
PCF Sparkletots Preschool @ Tampines-Changkat Blk 106 (EY),PRESCHOOL,103.947675434971,1.34753917636958
PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 112 (CC),PRESCHOOL,103.947506226834,1.3462983092633
PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 273 (CC),PRESCHOOL,103.950427515109,1.34869181857356
PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR - TIONG BAHRU BLK 125 (CC),PRESCHOOL,103.828128054945,1.28363467303132
PCF Sparkletots Preschool @ Teck Ghee Blk 301 (DS),PRESCHOOL,103.845903594016,1.36742110670752
PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 310A (CC),PRESCHOOL,103.843839321622,1.36482725879844
PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 319 (CC),PRESCHOOL,103.847379047793,1.36511022977188
PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 415 (CC),PRESCHOOL,103.853655237302,1.36445334939323
PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC),PRESCHOOL,103.810507583013,1.27129596750859
PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),PRESCHOOL,103.808934807455,1.27338251281534
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL BLK 146A (CC),PRESCHOOL,103.845404222504,1.33435697040209
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL BLK 79B (CC),PRESCHOOL,103.847990271181,1.33464077479171
PCF Sparkletots Preschool @ Toa Payoh East Blk 232 (CC),PRESCHOOL,103.85884393001,1.33757186915364
PCF Sparkletots Preschool @ Toa Payoh East Blk 247 (CC),PRESCHOOL,103.855267015939,1.33106275321872
PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 319 (EY),PRESCHOOL,103.764787029237,1.31738023408717
PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA  BLK 32 (CC),PRESCHOOL,103.796881200381,1.30618488976845
PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),PRESCHOOL,103.795646465964,1.30796826387313
PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),PRESCHOOL,103.796796439331,1.30164998575649
PCF Sparkletots Preschool @ Canberra Blk 330 (DS),PRESCHOOL,103.81781164141,1.44680506942243
PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 337 (CC),PRESCHOOL,103.815651969673,1.44615096437419
PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 413 (CC),PRESCHOOL,103.817832295553,1.4517207679452
PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 468C (EY),PRESCHOOL,103.81487775569,1.45030914888621
PCF SPARKLETOTS PRESCHOOL @ CASHEW (CC),PRESCHOOL,103.76274117629,1.37834971260865
PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC),PRESCHOOL,103.763048296188,1.37996382254657
PCF Sparkletots Preschool @ Cashew Blk 545 (EY),PRESCHOOL,103.763496343773,1.38159641457195
PCF SPARKLETOTS PRESCHOOL @ CHANGI-SIMEI BLK 233 (CC),PRESCHOOL,103.956338322506,1.34416652095833
PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 502 (EY),PRESCHOOL,103.849934309344,1.37572473290758
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 556 (DS),PRESCHOOL,103.857625376965,1.37203235928374
PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 115B (CC),PRESCHOOL,103.827060244378,1.4334415283519
PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 142 (CC),PRESCHOOL,103.83048090172,1.43076164028126
PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 277 (CC),PRESCHOOL,103.836994608476,1.43791842775028
PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC),PRESCHOOL,103.837513555903,1.43986302324681
PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 123 (CC),PRESCHOOL,103.74945768627,1.37919635818354
PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 19 (CC),PRESCHOOL,103.752949446893,1.37939430076838
PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC),PRESCHOOL,103.752527979439,1.38247655729433
PCF Sparkletots Preschool @ Clementi Blk 330 (DS),PRESCHOOL,103.767781829665,1.31374469736137
PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC),PRESCHOOL,103.874085638991,1.37132341839224
PCF Sparkletots Preschool @ Jalan Kayu Blk 518 (DS),PRESCHOOL,103.874102223007,1.37164172621645
PCF Sparkletots Preschool @ Jalan Kayu Blk 970 (DS),PRESCHOOL,103.880363807334,1.37879978868231
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),PRESCHOOL,103.878283916604,1.37939224446677
PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 999 (DS),PRESCHOOL,103.879946273543,1.38456386152601
PCF Sparkletots Preschool @ Joo Chiat Blk 15 (DS),PRESCHOOL,103.907430588907,1.312546112412
PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 308 (CC),PRESCHOOL,103.734573253901,1.34729503214291
PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 403 (CC),PRESCHOOL,103.721479697972,1.35383920979823
PCF Sparkletots Preschool @ Toa Payoh East Blk 261A (EY),PRESCHOOL,103.855718400863,1.33372620929758
PCF Sparkletots Preschool @ Toa Payoh East Blk 45 (DS),PRESCHOOL,103.853751153692,1.33586536053977
PCF Sparkletots Preschool @ Toa Payoh East Blk 6 (EY),PRESCHOOL,103.857192380445,1.33858279439629
PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 131 (DS),PRESCHOOL,103.843250727572,1.33796172734574
PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 205 (DS),PRESCHOOL,103.847727627447,1.34220948238466
PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 15 (CC),PRESCHOOL,103.788419925372,1.30914383427813
PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 24 (DS),PRESCHOOL,103.785514310348,1.30896726726612
PCF SPARKLETOTS PRESCHOOL @ WEST COAST BLK 611 (CC),PRESCHOOL,103.769476905039,1.30369739210842
PCF SPARKLETOTS PRESCHOOL @ WHAMPOA BLK 105 (CC),PRESCHOOL,103.853872527153,1.32857909272229
PCF Sparkletots Preschool @ Whampoa Blk 106 (DS),PRESCHOOL,103.86099783467,1.32102000591403
PCF Sparkletots Preschool @ Whampoa Blk 85 (DS),PRESCHOOL,103.856444479793,1.32278919602279
PCF Sparkletots Preschool @ Woodgrove Blk 302 (CC),PRESCHOOL,103.774428428987,1.43151114459948
PCF Sparkletots Preschool @ Woodgrove Blk 334 (CC),PRESCHOOL,103.780454643963,1.4300441580809
PCF Sparkletots Preschool @ Woodgrove Blk 339 (CC),PRESCHOOL,103.781602337672,1.43100437238958
PCF Sparkletots Preschool @ Woodgrove Blk 571B (CC),PRESCHOOL,103.790642453636,1.43013162267675
PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC),PRESCHOOL,103.790326074028,1.43563852690389
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 604 (CC),PRESCHOOL,103.796372148347,1.43713529352338
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 649 (CC),PRESCHOOL,103.80096246617,1.43893592716045
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC),PRESCHOOL,103.801706476398,1.43938614252798
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 801 (CC),PRESCHOOL,103.78598469681,1.44168227795943
STAR LEARNERS @ SENGKANG WEST PTE LTD,PRESCHOOL,103.865659442736,1.38828679415132
SUNSHINE KIDS EDUCARE PRIVATE LIMITED,PRESCHOOL,103.898249976877,1.3671110482761
Sunshine Kids Preschool @Woodlands Pte Ltd,PRESCHOOL,103.804098452693,1.44300644257679
SUPER TALENT CHILDCARE LTD,PRESCHOOL,103.888103204418,1.32273476343675
SUPER TALENT CHILDCARE LTD,PRESCHOOL,103.841742483412,1.36511906566773
SUPER TALENT CHILDCARE LTD,PRESCHOOL,103.82678426812,1.28567231439038
SUPER TALENT CHILDCARE LTD,PRESCHOOL,103.882463205417,1.32260037252619
SUPERGENIUS PRESCHOOL HBB PTE. LTD.,PRESCHOOL,103.931620621577,1.32698498848448
SUPERGENIUS PRESCHOOL OASIS PTE. LTD.,PRESCHOOL,103.913195748836,1.40287845319494
Superland International Pre-school Pte Ltd,PRESCHOOL,103.82296294546,1.30561166302196
SUPERLAND MONTESSORI PRE-SCHOOL PTE LTD,PRESCHOOL,103.831035214705,1.28991401832023
SUPERLAND PRE-SCHOOL (100 AM),PRESCHOOL,103.843470739068,1.27458820975744
SUPERLAND PRE-SCHOOL (BT) PTE. LTD.,PRESCHOOL,103.785365474951,1.4347581111643
SUPERLAND PRE-SCHOOL (BT2) PTE LTD,PRESCHOOL,103.788798907128,1.33329923625721
SUPERLAND PRE-SCHOOL (OUTRAM) PTE LTD,PRESCHOOL,103.835333286803,1.28485504658324
SUPERLAND PRE-SCHOOL (PL) PTE. LTD.,PRESCHOOL,103.894067163693,1.31885610260134
SUPERLAND PRE-SCHOOL (RMCC) PTE LTD,PRESCHOOL,103.819753130977,1.27593101840053
SUPERLAND PRE-SCHOOL (RV) PTE. LTD.,PRESCHOOL,103.838506464714,1.29610969827877
SUPERLAND PRE-SCHOOL (TBCC) PTE. LTD.,PRESCHOOL,103.831882714575,1.28345251714881
SUPERLAND PRE-SCHOOL (UE SQUARE) PTE. LTD.,PRESCHOOL,103.842695801634,1.29203412988554
SUPERLAND PRE-SCHOOL @ KACC,PRESCHOOL,103.843012853618,1.28119257621547
SWEETLANDS CHILDCARE CLEMENTI 607 PTE. LTD.,PRESCHOOL,103.76785340406,1.30423591620019
SWEETLANDS CHILDCARE FARRER RD 6 PTE. LTD.,PRESCHOOL,103.808057185694,1.31731970176698
SWEETLANDS CHILDCARE JE 316 PTE. LTD.,PRESCHOOL,103.732079821008,1.34600651568385
SWEETLANDS CHILDCARE JW 484 PTE. LTD.,PRESCHOOL,103.72635775911,1.34820887729053
SWEETLANDS CHILDCARE PUNGGOL 612 PTE. LTD.,PRESCHOOL,103.908665607626,1.40461003130694
SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.,PRESCHOOL,103.792240772323,1.42749277602918
SWEETLANDS CHILDCARE WOODLANDS 608 PTE. LTD.,PRESCHOOL,103.796496135095,1.43621968167539
Sunflower Kinderhub Pte Ltd,PRESCHOOL,103.867423847286,1.38059961087845
SUNFLOWER PRESCHOOL @ AMK PTE. LTD.,PRESCHOOL,103.83761242449,1.37300749906274
SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.,PRESCHOOL,103.855670626143,1.32379607020705
SUNFLOWER PRESCHOOL @ BEDOK PTE LTD,PRESCHOOL,103.933497475962,1.32607594177421
SUNFLOWER PRESCHOOL @ BEDOK SOUTH PTE LTD,PRESCHOOL,103.945622116177,1.31904851399425
PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC),PRESCHOOL,103.741478774359,1.34374104315338
PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA BLK 632A (CC),PRESCHOOL,103.758030971184,1.38541445890886
PCF SPARKLETOTS PRESCHOOL @ZHENGHUA BLK 550B (EY),PRESCHOOL,103.767447018557,1.38959118162589
PCS ANG MO KIO CHILD CARE CENTRE,PRESCHOOL,103.855097874693,1.36569241068643
PCS BUKIT BATOK CENTRE,PRESCHOOL,103.746381075641,1.34962866479059
PCS GHIM MOH CENTRE,PRESCHOOL,103.788308829299,1.31269310187101
PCS HOLLAND VILLAGE CENTRE,PRESCHOOL,103.794063126379,1.30905394172061
PCS HOUGANG CENTRE,PRESCHOOL,103.885671853405,1.35291127916417
PCS JURONG WEST CENTRE,PRESCHOOL,103.718510893887,1.35157800269932
PCS TAMPINES CENTRE,PRESCHOOL,103.950533992581,1.35888693883039
PCS WOODLANDS CENTRE,PRESCHOOL,103.773299892508,1.44153975771928
PCS YISHUN CHILD CARE CENTRE,PRESCHOOL,103.847313935198,1.42559890455509
PEBBLE PLACE DEVELOPMENT CENTRE,PRESCHOOL,103.892743905126,1.31312560477214
PEGASUS INTERNATIONAL PRESCHOOL PTE LTD,PRESCHOOL,103.847420543805,1.31254999599719
PHYLLIS' RICCIA SCHOOL PTE LTD,PRESCHOOL,103.780897316045,1.42802087032231
PICKET FENCE @ TAMPINES PTE. LTD.,PRESCHOOL,103.936695602155,1.34763506682277
PICKET FENCE @ YISHUN PTE. LTD.,PRESCHOOL,103.843618914599,1.43678095925838
PLANET MONTESSORI PTE. LTD.,PRESCHOOL,103.95212885805,1.31956363252206
PLAY@THOMSON HILLS PTE. LTD.,PRESCHOOL,103.831505397693,1.37929752280097
PLAYSCAPES@4PM,PRESCHOOL,103.913799878273,1.33122227013221
PMI Preschool by the Woods Pte Ltd,PRESCHOOL,103.83753269583,1.34479303748742
Posso Preschool @ Jurong East,PRESCHOOL,103.744879158119,1.33183269067766
POSSO PRESCHOOL @ TAMPINES POINT PTE. LTD.,PRESCHOOL,103.942491703651,1.3527742563436
POSSO PRESCHOOL @ WEST COAST RISE PTE LTD,PRESCHOOL,103.753588000389,1.31574767129665
PPIS CHILD DEVELOPMENT CENTRE - BEDOK RESERVOIR,PRESCHOOL,103.922350078107,1.33541606400055
PPIS CHILD DEVELOPMENT CENTRE - BUKIT BATOK,PRESCHOOL,103.768346796265,1.34749221226369
PPIS CHILD DEVELOPMENT CENTRE - JURONG,PRESCHOOL,103.694422335594,1.34604947266847
PPIS CHILD DEVELOPMENT CENTRE - JURONG WEST,PRESCHOOL,103.6916785344,1.34332965946683
PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2,PRESCHOOL,103.959292478911,1.36478561789176
PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS1,PRESCHOOL,103.952128617438,1.36703194147843
PPIS CHILD DEVELOPMENT CENTRE - SEMBAWANG VISTA,PRESCHOOL,103.820816615644,1.4463427565986
PRECIOUS ANGELS PLAYLAND,PRESCHOOL,103.847991956481,1.33578790329134
PRE-SCHOOL BY-THE-PARK (DUNEARN) PTE LTD,PRESCHOOL,103.788060590204,1.33481631095358
Preschool By-the-Park (Evans) Pte Ltd,PRESCHOOL,103.820233185755,1.31874453489819
Pre-School By-The-Park (Li Hwan) Pte. Ltd.,PRESCHOOL,103.863861129051,1.3546546180534
PRE-SCHOOL BY-THE-PARK PTE. LTD.,PRESCHOOL,103.81068868437,1.32672697091772
PRESCHOOL FOR MULTIPLE INTELLIGENCES INTERNATIONAL PTE. LTD.,PRESCHOOL,103.909863912844,1.32147756517439
PRESCHOOL FOR MULTIPLE INTELLIGENCES PTE. LTD.,PRESCHOOL,103.841126002274,1.31675907352466
PRIME EDUCATION INVESTMENTS HOLDINGS PTE. LTD.,PRESCHOOL,103.861311962893,1.30880609288659
Primrose Preschool,PRESCHOOL,103.806814794945,1.43801690652431
PRINCE SIDDHATTHA CHILD CARE CENTRE,PRESCHOOL,103.753335939307,1.34677496419482
PU TI CHILD CARE CENTRE,PRESCHOOL,103.88281356324,1.32007894989749
QUALITY CENTRES (PTE. LTD.),PRESCHOOL,103.849459153681,1.28214340546139
RAFFLES HOUSE @ PAYA LEBAR PRIVATE LIMITED,PRESCHOOL,103.888300290182,1.33115703129452
RAFFLES HOUSE PRESCHOOL (ROBIN CLOSE),PRESCHOOL,103.826840507485,1.31877985932345
RAFFLES HOUSE PRESCHOOL PTE LTD,PRESCHOOL,103.832058576632,1.31931780170647
RAFFLES KIDZ @ BUKIT PANJANG PTE. LTD.,PRESCHOOL,103.75975097676,1.37840340854662
RAFFLES KIDZ @ JURONG WEST PTE LTD,PRESCHOOL,103.724483286101,1.32592599474027
RAFFLES KIDZ @ PUNGGOL PTE LTD,PRESCHOOL,103.905606115471,1.41558208690885
RAFFLES KIDZ @ YIO CHU KANG PTE. LTD.,PRESCHOOL,103.860061554426,1.39023364826767
Rain Tree Montessori Schoolhouse,PRESCHOOL,103.947573712985,1.33181495898778
RAINBOW CHILDCARE PTE LTD,PRESCHOOL,103.712387719568,1.34639604067888
RAINBOW COVE @ ALEXANDRA PTE LTD,PRESCHOOL,103.801126950046,1.27367657754602
RAINBOW COVE @ BUTTERFLY PTE. LTD.,PRESCHOOL,103.875537218964,1.33440986407243
RAINBOW COVE @ SENNETT PTE. LTD.,PRESCHOOL,103.937810244099,1.31635453693246
RAINBOW COVE EDUCATIONAL SERVICES PTE. LTD.,PRESCHOOL,103.937730372306,1.31491236137918
RAINFOREST SCHOOLHOUSE PTE LTD,PRESCHOOL,103.849662336521,1.32302456592695
Red Schoolhouse Kindercare Pte. Ltd.,PRESCHOOL,103.867627081364,1.3425064390898
RED SCHOOLHOUSE PTE LTD,PRESCHOOL,103.833707545955,1.36013479212431
RED SCHOOLHOUSE@TOH TUCK PTE LTD,PRESCHOOL,103.769961982856,1.34108875530121
REDPONY CENTRE CASHEW PTE. LTD.,PRESCHOOL,103.766153468153,1.37098930761903
Blue House Childcare,PRESCHOOL,103.905755737207,1.31117126263472
ROSYTH CHILD CARE CENTRE,PRESCHOOL,103.869892401323,1.35757878303637
SAFARI HOUSE BABIES & TODDLERS,PRESCHOOL,103.789789731013,1.30372830786114
SAFARI HOUSE PRESCHOOL,PRESCHOOL,103.779182564209,1.30415612829333
